timestamp,zipcode,number_outages,customers_served,customers_affected,percent_affected
2023-02-23T02:29:23.763Z.json,48036,1,11737,674,5.74
2023-02-23T02:29:23.763Z.json,48073,8,19092,1667,8.73
2023-02-23T02:29:23.763Z.json,48167,27,12416,1815,14.62
2023-02-23T02:29:23.763Z.json,48221,36,18851,1141,6.05
2023-02-23T02:29:23.763Z.json,48843,42,22668,1497,6.6
2023-02-23T02:29:23.763Z.json,48320,2,2644,42,1.59
2023-02-23T02:29:23.763Z.json,48302,2,8210,146,1.78
2023-02-23T02:29:23.763Z.json,48356,2,3814,785,20.58
2023-02-23T02:29:23.763Z.json,48063,1,2005,10,0.5
2023-02-23T02:29:23.763Z.json,48312,5,16162,231,1.43
2023-02-23T02:29:23.763Z.json,48383,8,5669,296,5.22
2023-02-23T02:29:23.763Z.json,48329,18,11470,687,5.99
2023-02-23T02:29:23.763Z.json,48323,1,7520,4,0.01
2023-02-23T02:29:23.763Z.json,48141,49,11875,4490,37.81
2023-02-23T02:29:23.763Z.json,48191,13,1808,483,26.71
2023-02-23T02:29:23.763Z.json,48218,4,4509,5,0.11
2023-02-23T02:29:23.763Z.json,48306,2,11082,209,1.89
2023-02-23T02:29:23.763Z.json,48173,37,6029,2003,33.22
2023-02-23T02:29:23.763Z.json,48111,82,23054,5157,22.37
2023-02-23T02:29:23.763Z.json,48309,13,13114,1420,10.83
2023-02-23T02:29:23.763Z.json,48035,13,17012,2080,12.23
2023-02-23T02:29:23.763Z.json,48377,9,9900,865,8.74
2023-02-23T02:29:23.763Z.json,48083,12,12239,271,2.21
2023-02-23T02:29:23.763Z.json,48374,29,6494,111,1.71
2023-02-23T02:29:23.763Z.json,48159,41,1195,126,10.54
2023-02-23T02:29:23.763Z.json,48335,1,13109,5,0.04
2023-02-23T02:29:23.763Z.json,48211,63,4982,613,12.3
2023-02-23T02:29:23.763Z.json,48215,3,8367,4,0.04
2023-02-23T02:29:23.763Z.json,48892,2,2133,23,1.08
2023-02-23T02:29:23.763Z.json,48442,7,2527,6,0.24
2023-02-23T02:29:23.763Z.json,48072,2,7534,817,10.84
2023-02-23T02:29:23.763Z.json,48229,25,5433,2104,38.73
2023-02-23T02:29:23.763Z.json,48138,20,5135,61,1.19
2023-02-23T02:29:23.763Z.json,48117,18,5316,1023,19.24
2023-02-23T02:29:23.763Z.json,48197,94,30336,6763,22.29
2023-02-23T02:29:23.763Z.json,48174,47,16887,1770,10.48
2023-02-23T02:29:23.763Z.json,48317,17,14708,931,6.33
2023-02-23T02:29:23.763Z.json,48150,41,14111,2380,16.87
2023-02-23T02:29:23.763Z.json,48189,5,7055,33,0.47
2023-02-23T02:29:23.763Z.json,48205,25,22365,892,3.99
2023-02-23T02:29:23.763Z.json,48380,4,3542,97,2.74
2023-02-23T02:29:23.763Z.json,48103,184,28774,6928,24.08
2023-02-23T02:29:23.763Z.json,48227,86,23800,1478,6.21
2023-02-23T02:29:23.763Z.json,48066,20,23377,2934,12.55
2023-02-23T02:29:23.763Z.json,48461,1,3718,4,0.03
2023-02-23T02:29:23.763Z.json,48137,4,911,257,28.21
2023-02-23T02:29:23.763Z.json,48166,9,5882,479,8.14
2023-02-23T02:29:23.763Z.json,48198,100,20682,6847,33.11
2023-02-23T02:29:23.763Z.json,48118,19,1263,159,12.59
2023-02-23T02:29:23.763Z.json,48322,6,15386,47,0.31
2023-02-23T02:29:23.763Z.json,48836,8,5887,112,1.9
2023-02-23T02:29:23.763Z.json,48301,42,6447,1739,26.97
2023-02-23T02:29:23.763Z.json,48186,59,16143,6733,41.71
2023-02-23T02:29:23.763Z.json,48310,2,17283,34,0.2
2023-02-23T02:29:23.763Z.json,48026,8,7595,427,5.62
2023-02-23T02:29:23.763Z.json,48116,13,14225,1255,8.82
2023-02-23T02:29:23.763Z.json,48089,7,15199,287,1.89
2023-02-23T02:29:23.763Z.json,48091,6,14902,2507,16.82
2023-02-23T02:29:23.763Z.json,48183,23,20691,731,3.53
2023-02-23T02:29:23.763Z.json,48164,26,4355,619,14.21
2023-02-23T02:29:23.763Z.json,48126,22,19534,635,3.25
2023-02-23T02:29:23.763Z.json,48185,69,26730,14796,55.35
2023-02-23T02:29:23.763Z.json,48212,35,19050,489,2.57
2023-02-23T02:29:23.763Z.json,48081,4,9922,32,0.32
2023-02-23T02:29:23.763Z.json,48238,136,19230,1150,5.98
2023-02-23T02:29:23.763Z.json,48042,1,13887,4,0.01
2023-02-23T02:29:23.763Z.json,48348,1,10155,4,0.01
2023-02-23T02:29:23.763Z.json,49270,26,2452,1505,61.38
2023-02-23T02:29:23.763Z.json,48237,12,14107,49,0.35
2023-02-23T02:29:23.763Z.json,48044,5,21684,3313,15.28
2023-02-23T02:29:23.763Z.json,48393,6,9720,237,2.44
2023-02-23T02:29:23.763Z.json,48340,18,11337,275,2.43
2023-02-23T02:29:23.763Z.json,48357,6,4219,20,0.47
2023-02-23T02:29:23.763Z.json,48331,7,9702,19,0.2
2023-02-23T02:29:23.763Z.json,48334,12,9257,549,5.93
2023-02-23T02:29:23.763Z.json,48336,18,12872,3134,24.35
2023-02-23T02:29:23.763Z.json,48084,10,9432,100,1.06
2023-02-23T02:29:23.763Z.json,48209,21,14481,1125,7.77
2023-02-23T02:29:23.763Z.json,48064,2,2184,126,5.77
2023-02-23T02:29:23.763Z.json,48371,1,11114,4,0.01
2023-02-23T02:29:23.763Z.json,48094,1,9394,4,0.01
2023-02-23T02:29:23.763Z.json,48327,32,11963,1727,14.44
2023-02-23T02:29:23.763Z.json,48047,2,17819,4,0.01
2023-02-23T02:29:23.763Z.json,48135,57,12761,3965,31.07
2023-02-23T02:29:23.763Z.json,48228,83,26885,863,3.21
2023-02-23T02:29:23.763Z.json,48316,4,13408,660,4.92
2023-02-23T02:29:23.763Z.json,48022,1,1207,4,0.08
2023-02-23T02:29:23.763Z.json,48187,23,23650,4407,18.63
2023-02-23T02:29:23.763Z.json,48124,42,15395,1879,12.21
2023-02-23T02:29:23.763Z.json,48134,21,10929,1463,13.39
2023-02-23T02:29:23.763Z.json,48188,14,19723,616,3.12
2023-02-23T02:29:23.763Z.json,48224,6,21226,45,0.21
2023-02-23T02:29:23.763Z.json,48375,20,11831,835,7.06
2023-02-23T02:29:23.763Z.json,48154,28,16961,2559,15.09
2023-02-23T02:29:23.763Z.json,48206,4,14332,167,1.17
2023-02-23T02:29:23.763Z.json,48216,3,4623,4,0.04
2023-02-23T02:29:23.763Z.json,48069,2,1200,204,17
2023-02-23T02:29:23.763Z.json,48130,64,7514,1647,21.92
2023-02-23T02:29:23.763Z.json,48122,6,5589,481,8.61
2023-02-23T02:29:23.763Z.json,48202,1,12012,324,2.7
2023-02-23T02:29:23.763Z.json,49229,2,275,197,71.64
2023-02-23T02:29:23.763Z.json,48015,2,3833,4,0.05
2023-02-23T02:30:24.013Z.json,48076,10,12752,55,0.43
2023-02-23T02:30:24.013Z.json,48017,2,6334,41,0.65
2023-02-23T02:30:24.013Z.json,48030,6,8665,22,0.25
2023-02-23T02:30:24.013Z.json,48162,70,14313,2949,20.6
2023-02-23T02:30:24.013Z.json,48328,24,12969,2733,21.07
2023-02-23T02:30:24.013Z.json,48178,67,16169,2178,13.47
2023-02-23T02:30:24.013Z.json,48219,26,23764,3563,14.99
2023-02-23T02:30:24.013Z.json,48386,4,8341,45,0.54
2023-02-23T02:30:24.013Z.json,48326,8,13404,534,3.98
2023-02-23T02:30:24.013Z.json,48034,2,8487,4,0.02
2023-02-23T02:30:24.013Z.json,48242,1,33,4,3.03
2023-02-23T02:30:24.013Z.json,48168,23,10515,3580,34.05
2023-02-23T02:30:24.013Z.json,48043,15,8501,2299,27.04
2023-02-23T02:30:24.013Z.json,48140,22,1254,135,10.77
2023-02-23T02:30:24.013Z.json,48240,13,7949,6698,84.26
2023-02-23T02:30:24.013Z.json,49286,25,275,247,89.82
2023-02-23T02:30:24.013Z.json,48060,1,20663,4,0.01
2023-02-23T02:30:24.013Z.json,48025,34,6544,374,5.72
2023-02-23T02:30:24.013Z.json,48065,1,5460,224,4.1
2023-02-23T02:30:24.013Z.json,48088,14,9972,2654,26.61
2023-02-23T02:30:24.013Z.json,48105,77,18445,4115,22.31
2023-02-23T02:30:24.013Z.json,48095,5,2574,448,17.4
2023-02-23T02:30:24.013Z.json,48104,107,21191,5570,26.28
2023-02-23T02:30:24.013Z.json,49276,1,5,5,100
2023-02-23T02:30:24.013Z.json,48314,9,10215,14,0.14
2023-02-23T02:30:24.013Z.json,48092,5,12359,367,2.97
2023-02-23T02:30:24.013Z.json,48021,4,14880,1324,8.9
2023-02-23T02:30:24.013Z.json,48214,8,14048,140,1
2023-02-23T02:30:24.013Z.json,48304,16,7752,246,3.17
2023-02-23T02:30:24.013Z.json,48152,22,14949,1105,7.39
2023-02-23T02:30:24.013Z.json,48176,39,10124,1198,11.83
2023-02-23T02:30:24.013Z.json,48313,101,14840,2235,15.06
2023-02-23T02:30:24.013Z.json,48203,6,20195,875,4.33
2023-02-23T02:30:24.013Z.json,48108,35,14459,1253,8.67
2023-02-23T02:30:24.013Z.json,48213,8,16310,697,4.27
2023-02-23T02:30:24.013Z.json,48128,3,4656,898,19.29
2023-02-23T02:30:24.013Z.json,48324,13,7326,115,1.57
2023-02-23T02:30:24.013Z.json,48390,27,13543,1909,14.1
2023-02-23T02:30:24.013Z.json,48067,2,15296,4,0.01
2023-02-23T02:30:24.013Z.json,48131,19,4301,396,9.21
2023-02-23T02:30:24.013Z.json,48170,39,21437,2793,13.03
2023-02-23T02:30:24.013Z.json,48179,3,1554,17,1.09
2023-02-23T02:30:24.013Z.json,48193,10,7607,798,10.49
2023-02-23T02:30:24.013Z.json,48195,15,15338,4750,30.97
2023-02-23T02:30:24.013Z.json,48210,8,15489,46,0.3
2023-02-23T02:30:24.013Z.json,48453,1,2314,4,0.04
2023-02-23T02:30:24.013Z.json,48033,9,9294,268,2.88
2023-02-23T02:30:24.013Z.json,48234,35,18061,224,1.24
2023-02-23T02:30:24.013Z.json,48223,12,14052,821,5.84
2023-02-23T02:30:24.013Z.json,48062,1,4561,41,0.9
2023-02-23T02:30:24.013Z.json,48093,3,11664,4,0.03
2023-02-23T02:30:24.013Z.json,48158,31,896,596,66.52
2023-02-23T02:30:24.013Z.json,48180,73,29830,4293,14.39
2023-02-23T02:30:24.013Z.json,48217,11,4676,278,5.95
2023-02-23T02:30:24.013Z.json,48239,17,16693,1284,7.69
2023-02-23T02:30:24.013Z.json,48315,2,13582,111,0.82
2023-02-23T02:30:24.013Z.json,49228,1,4,4,100
2023-02-23T02:30:24.013Z.json,48082,7,8095,7,0.09
2023-02-23T02:30:24.013Z.json,48161,18,8394,1050,12.51
2023-02-23T02:30:24.013Z.json,48220,13,13202,1809,13.7
2023-02-23T02:30:24.013Z.json,48307,10,22307,209,0.94
2023-02-23T02:30:24.013Z.json,48038,3,23756,497,2.09
2023-02-23T02:30:24.013Z.json,48101,30,12997,2781,21.4
2023-02-23T02:30:24.013Z.json,48235,32,21361,293,1.37
2023-02-23T02:30:24.013Z.json,48341,7,8620,940,10.9
2023-02-23T02:30:24.013Z.json,48120,4,3299,15,0.45
2023-02-23T02:30:24.013Z.json,48169,42,9592,382,3.98
2023-02-23T02:30:24.013Z.json,48225,4,6939,4,0.06
2023-02-23T02:30:24.013Z.json,48045,4,14816,153,1.03
2023-02-23T02:30:24.013Z.json,48160,61,6347,1699,26.77
2023-02-23T02:30:24.013Z.json,48430,1,790,34,4.3
2023-02-23T02:30:24.013Z.json,48009,34,12325,501,4.06
2023-02-23T02:30:24.013Z.json,48080,9,12218,3602,29.48
2023-02-23T02:30:24.013Z.json,48085,6,10333,326,3.15
2023-02-23T02:30:24.013Z.json,48236,8,13671,356,2.6
2023-02-23T02:30:24.013Z.json,48382,28,9557,990,10.36
2023-02-23T02:30:24.013Z.json,48353,1,2997,4,0.03
2023-02-23T02:30:24.013Z.json,48109,6,140,85,60.71
2023-02-23T02:30:24.013Z.json,48071,6,15807,65,0.41
2023-02-23T02:30:24.013Z.json,48075,5,11692,257,2.2
2023-02-23T02:30:24.013Z.json,49238,7,99,57,57.58
2023-02-23T02:30:24.013Z.json,48146,48,17970,8119,45.18
2023-02-23T02:30:24.013Z.json,48207,4,13603,4,0.03
2023-02-23T02:30:24.013Z.json,48114,10,9411,275,2.92
2023-02-23T02:30:24.013Z.json,48127,31,15852,3609,22.77
2023-02-23T02:30:24.013Z.json,49236,15,641,586,91.42
2023-02-23T02:30:24.013Z.json,48125,30,9878,2425,24.55
2023-02-23T02:30:24.013Z.json,48184,30,8766,3390,38.67
2023-02-23T02:30:24.013Z.json,48204,10,18497,78,0.42
2023-02-23T02:30:24.013Z.json,48054,1,3558,187,5.26
2023-02-23T02:30:24.013Z.json,48381,25,7080,182,2.57
2023-02-23T02:30:24.013Z.json,48342,4,9104,1078,11.84
2023-02-23T02:30:24.013Z.json,48346,4,10946,279,2.55
2023-02-23T02:30:24.013Z.json,48036,1,11737,674,5.74
2023-02-23T02:30:24.013Z.json,48073,8,19092,1667,8.73
2023-02-23T02:30:24.013Z.json,48167,27,12416,1815,14.62
2023-02-23T02:30:24.013Z.json,48221,36,18851,1141,6.05
2023-02-23T02:30:24.013Z.json,48843,42,22668,1497,6.6
2023-02-23T02:30:24.013Z.json,48320,2,2644,42,1.59
2023-02-23T02:30:24.013Z.json,48302,2,8210,146,1.78
2023-02-23T02:30:24.013Z.json,48356,2,3814,785,20.58
2023-02-23T02:30:24.013Z.json,48063,1,2005,10,0.5
2023-02-23T02:30:24.013Z.json,48312,5,16162,231,1.43
2023-02-23T02:30:24.013Z.json,48383,8,5669,296,5.22
2023-02-23T02:30:24.013Z.json,48329,18,11470,687,5.99
2023-02-23T02:30:24.013Z.json,48323,1,7520,4,0.01
2023-02-23T02:30:24.013Z.json,48141,49,11875,4490,37.81
2023-02-23T02:30:24.013Z.json,48191,13,1808,483,26.71
2023-02-23T02:30:24.013Z.json,48218,4,4509,5,0.11
2023-02-23T02:30:24.013Z.json,48306,2,11082,209,1.89
2023-02-23T02:30:24.013Z.json,48173,37,6029,2003,33.22
2023-02-23T02:30:24.013Z.json,48111,82,23054,5157,22.37
2023-02-23T02:30:24.013Z.json,48309,13,13114,1420,10.83
2023-02-23T02:30:24.013Z.json,48035,13,17012,2080,12.23
2023-02-23T02:30:24.013Z.json,48377,9,9900,865,8.74
2023-02-23T02:30:24.013Z.json,48083,12,12239,271,2.21
2023-02-23T02:30:24.013Z.json,48374,29,6494,111,1.71
2023-02-23T02:30:24.013Z.json,48159,41,1195,126,10.54
2023-02-23T02:30:24.013Z.json,48335,1,13109,5,0.04
2023-02-23T02:30:24.013Z.json,48211,63,4982,613,12.3
2023-02-23T02:30:24.013Z.json,48215,3,8367,4,0.04
2023-02-23T02:30:24.013Z.json,48892,2,2133,23,1.08
2023-02-23T02:30:24.013Z.json,48442,7,2527,6,0.24
2023-02-23T02:30:24.013Z.json,48072,2,7534,817,10.84
2023-02-23T02:30:24.013Z.json,48229,25,5433,2104,38.73
2023-02-23T02:30:24.013Z.json,48138,20,5135,61,1.19
2023-02-23T02:30:24.013Z.json,48117,18,5316,1023,19.24
2023-02-23T02:30:24.013Z.json,48197,94,30336,6763,22.29
2023-02-23T02:30:24.013Z.json,48174,47,16887,1770,10.48
2023-02-23T02:30:24.013Z.json,48317,17,14708,931,6.33
2023-02-23T02:30:24.013Z.json,48150,41,14111,2380,16.87
2023-02-23T02:30:24.013Z.json,48189,5,7055,33,0.47
2023-02-23T02:30:24.013Z.json,48205,25,22365,892,3.99
2023-02-23T02:30:24.013Z.json,48380,4,3542,97,2.74
2023-02-23T02:30:24.013Z.json,48103,184,28774,6928,24.08
2023-02-23T02:30:24.013Z.json,48227,86,23800,1478,6.21
2023-02-23T02:30:24.013Z.json,48066,20,23377,2934,12.55
2023-02-23T02:30:24.013Z.json,48461,1,3718,4,0.03
2023-02-23T02:30:24.013Z.json,48137,4,911,257,28.21
2023-02-23T02:30:24.013Z.json,48166,9,5882,479,8.14
2023-02-23T02:30:24.013Z.json,48198,100,20682,6847,33.11
2023-02-23T02:30:24.013Z.json,48118,19,1263,159,12.59
2023-02-23T02:30:24.013Z.json,48322,6,15386,47,0.31
2023-02-23T02:30:24.013Z.json,48836,8,5887,112,1.9
2023-02-23T02:30:24.013Z.json,48301,42,6447,1739,26.97
2023-02-23T02:30:24.013Z.json,48186,59,16143,6733,41.71
2023-02-23T02:30:24.013Z.json,48310,2,17283,34,0.2
2023-02-23T02:30:24.013Z.json,48026,8,7595,427,5.62
2023-02-23T02:30:24.013Z.json,48116,13,14225,1255,8.82
2023-02-23T02:30:24.013Z.json,48089,7,15199,287,1.89
2023-02-23T02:30:24.013Z.json,48091,6,14902,2507,16.82
2023-02-23T02:30:24.013Z.json,48183,23,20691,731,3.53
2023-02-23T02:30:24.013Z.json,48164,26,4355,619,14.21
2023-02-23T02:30:24.013Z.json,48126,22,19534,635,3.25
2023-02-23T02:30:24.013Z.json,48185,69,26730,14796,55.35
2023-02-23T02:30:24.013Z.json,48212,35,19050,489,2.57
2023-02-23T02:30:24.013Z.json,48081,4,9922,32,0.32
2023-02-23T02:30:24.013Z.json,48238,136,19230,1150,5.98
2023-02-23T02:30:24.013Z.json,48042,1,13887,4,0.01
2023-02-23T02:30:24.013Z.json,48348,1,10155,4,0.01
2023-02-23T02:30:24.013Z.json,49270,26,2452,1505,61.38
2023-02-23T02:30:24.013Z.json,48237,12,14107,49,0.35
2023-02-23T02:30:24.013Z.json,48044,5,21684,3313,15.28
2023-02-23T02:30:24.013Z.json,48393,6,9720,237,2.44
2023-02-23T02:30:24.013Z.json,48340,18,11337,275,2.43
2023-02-23T02:30:24.013Z.json,48357,6,4219,20,0.47
2023-02-23T02:30:24.013Z.json,48331,7,9702,19,0.2
2023-02-23T02:30:24.013Z.json,48334,12,9257,549,5.93
2023-02-23T02:30:24.013Z.json,48336,18,12872,3134,24.35
2023-02-23T02:30:24.013Z.json,48084,10,9432,100,1.06
2023-02-23T02:30:24.013Z.json,48209,21,14481,1125,7.77
2023-02-23T02:30:24.013Z.json,48064,2,2184,126,5.77
2023-02-23T02:30:24.013Z.json,48371,1,11114,4,0.01
2023-02-23T02:30:24.013Z.json,48094,1,9394,4,0.01
2023-02-23T02:30:24.013Z.json,48327,32,11963,1727,14.44
2023-02-23T02:30:24.013Z.json,48047,2,17819,4,0.01
2023-02-23T02:30:24.013Z.json,48135,57,12761,3965,31.07
2023-02-23T02:30:24.013Z.json,48228,83,26885,863,3.21
2023-02-23T02:30:24.013Z.json,48316,4,13408,660,4.92
2023-02-23T02:30:24.013Z.json,48022,1,1207,4,0.08
2023-02-23T02:30:24.013Z.json,48187,23,23650,4407,18.63
2023-02-23T02:30:24.013Z.json,48124,42,15395,1879,12.21
2023-02-23T02:30:24.013Z.json,48134,21,10929,1463,13.39
2023-02-23T02:30:24.013Z.json,48188,14,19723,616,3.12
2023-02-23T02:30:24.013Z.json,48224,6,21226,45,0.21
2023-02-23T02:30:24.013Z.json,48375,20,11831,835,7.06
2023-02-23T02:30:24.013Z.json,48154,28,16961,2559,15.09
2023-02-23T02:30:24.013Z.json,48206,4,14332,167,1.17
2023-02-23T02:30:24.013Z.json,48216,3,4623,4,0.04
2023-02-23T02:30:24.013Z.json,48069,2,1200,204,17
2023-02-23T02:30:24.013Z.json,48130,64,7514,1647,21.92
2023-02-23T02:30:24.013Z.json,48122,6,5589,481,8.61
2023-02-23T02:30:24.013Z.json,48202,1,12012,324,2.7
2023-02-23T02:30:24.013Z.json,49229,2,275,197,71.64
2023-02-23T02:30:24.013Z.json,48015,2,3833,4,0.05
2023-02-23T02:31:23.848Z.json,48076,10,12752,55,0.43
2023-02-23T02:31:23.848Z.json,48017,2,6334,41,0.65
2023-02-23T02:31:23.848Z.json,48030,6,8665,22,0.25
2023-02-23T02:31:23.848Z.json,48162,70,14313,2949,20.6
2023-02-23T02:31:23.848Z.json,48328,24,12969,2733,21.07
2023-02-23T02:31:23.848Z.json,48178,67,16169,2178,13.47
2023-02-23T02:31:23.848Z.json,48219,26,23764,3563,14.99
2023-02-23T02:31:23.848Z.json,48386,4,8341,45,0.54
2023-02-23T02:31:23.848Z.json,48326,8,13404,534,3.98
2023-02-23T02:31:23.848Z.json,48034,2,8487,4,0.02
2023-02-23T02:31:23.848Z.json,48242,1,33,4,3.03
2023-02-23T02:31:23.848Z.json,48168,23,10515,3580,34.05
2023-02-23T02:31:23.848Z.json,48043,15,8501,2299,27.04
2023-02-23T02:31:23.848Z.json,48140,22,1254,135,10.77
2023-02-23T02:31:23.848Z.json,48240,13,7949,6698,84.26
2023-02-23T02:31:23.848Z.json,49286,25,275,247,89.82
2023-02-23T02:31:23.848Z.json,48060,1,20663,4,0.01
2023-02-23T02:31:23.848Z.json,48025,34,6544,374,5.72
2023-02-23T02:31:23.848Z.json,48065,1,5460,224,4.1
2023-02-23T02:31:23.848Z.json,48088,14,9972,2654,26.61
2023-02-23T02:31:23.848Z.json,48105,77,18445,4115,22.31
2023-02-23T02:31:23.848Z.json,48095,5,2574,448,17.4
2023-02-23T02:31:23.848Z.json,48104,107,21191,5570,26.28
2023-02-23T02:31:23.848Z.json,49276,1,5,5,100
2023-02-23T02:31:23.848Z.json,48314,9,10215,14,0.14
2023-02-23T02:31:23.848Z.json,48092,5,12359,367,2.97
2023-02-23T02:31:23.848Z.json,48021,4,14880,1324,8.9
2023-02-23T02:31:23.848Z.json,48214,8,14048,140,1
2023-02-23T02:31:23.848Z.json,48304,16,7752,246,3.17
2023-02-23T02:31:23.848Z.json,48152,22,14949,1105,7.39
2023-02-23T02:31:23.848Z.json,48176,39,10124,1198,11.83
2023-02-23T02:31:23.848Z.json,48313,101,14840,2235,15.06
2023-02-23T02:31:23.848Z.json,48203,6,20195,875,4.33
2023-02-23T02:31:23.848Z.json,48108,35,14459,1253,8.67
2023-02-23T02:31:23.848Z.json,48213,8,16310,697,4.27
2023-02-23T02:31:23.848Z.json,48128,3,4656,898,19.29
2023-02-23T02:31:23.848Z.json,48324,13,7326,115,1.57
2023-02-23T02:31:23.848Z.json,48390,27,13543,1909,14.1
2023-02-23T02:31:23.848Z.json,48067,2,15296,4,0.01
2023-02-23T02:31:23.848Z.json,48131,19,4301,396,9.21
2023-02-23T02:31:23.848Z.json,48170,39,21437,2793,13.03
2023-02-23T02:31:23.848Z.json,48179,3,1554,17,1.09
2023-02-23T02:31:23.848Z.json,48193,10,7607,798,10.49
2023-02-23T02:31:23.848Z.json,48195,15,15338,4750,30.97
2023-02-23T02:31:23.848Z.json,48210,8,15489,46,0.3
2023-02-23T02:31:23.848Z.json,48453,1,2314,4,0.04
2023-02-23T02:31:23.848Z.json,48033,9,9294,268,2.88
2023-02-23T02:31:23.848Z.json,48234,35,18061,224,1.24
2023-02-23T02:31:23.848Z.json,48223,12,14052,821,5.84
2023-02-23T02:31:23.848Z.json,48062,1,4561,41,0.9
2023-02-23T02:31:23.848Z.json,48093,3,11664,4,0.03
2023-02-23T02:31:23.848Z.json,48158,31,896,596,66.52
2023-02-23T02:31:23.848Z.json,48180,73,29830,4293,14.39
2023-02-23T02:31:23.848Z.json,48217,11,4676,278,5.95
2023-02-23T02:31:23.848Z.json,48239,17,16693,1284,7.69
2023-02-23T02:31:23.848Z.json,48315,2,13582,111,0.82
2023-02-23T02:31:23.848Z.json,49228,1,4,4,100
2023-02-23T02:31:23.848Z.json,48082,7,8095,7,0.09
2023-02-23T02:31:23.848Z.json,48161,18,8394,1050,12.51
2023-02-23T02:31:23.848Z.json,48220,13,13202,1809,13.7
2023-02-23T02:31:23.848Z.json,48307,10,22307,209,0.94
2023-02-23T02:31:23.848Z.json,48038,3,23756,497,2.09
2023-02-23T02:31:23.848Z.json,48101,30,12997,2781,21.4
2023-02-23T02:31:23.848Z.json,48235,32,21361,293,1.37
2023-02-23T02:31:23.848Z.json,48341,7,8620,940,10.9
2023-02-23T02:31:23.848Z.json,48120,4,3299,15,0.45
2023-02-23T02:31:23.848Z.json,48169,42,9592,382,3.98
2023-02-23T02:31:23.848Z.json,48225,4,6939,4,0.06
2023-02-23T02:31:23.848Z.json,48045,4,14816,153,1.03
2023-02-23T02:31:23.848Z.json,48160,61,6347,1699,26.77
2023-02-23T02:31:23.848Z.json,48430,1,790,34,4.3
2023-02-23T02:31:23.848Z.json,48009,34,12325,501,4.06
2023-02-23T02:31:23.848Z.json,48080,9,12218,3602,29.48
2023-02-23T02:31:23.848Z.json,48085,6,10333,326,3.15
2023-02-23T02:31:23.848Z.json,48236,8,13671,356,2.6
2023-02-23T02:31:23.848Z.json,48382,28,9557,990,10.36
2023-02-23T02:31:23.848Z.json,48353,1,2997,4,0.03
2023-02-23T02:31:23.848Z.json,48109,6,140,85,60.71
2023-02-23T02:31:23.848Z.json,48071,6,15807,65,0.41
2023-02-23T02:31:23.848Z.json,48075,5,11692,257,2.2
2023-02-23T02:31:23.848Z.json,49238,7,99,57,57.58
2023-02-23T02:31:23.848Z.json,48146,48,17970,8119,45.18
2023-02-23T02:31:23.848Z.json,48207,4,13603,4,0.03
2023-02-23T02:31:23.848Z.json,48114,10,9411,275,2.92
2023-02-23T02:31:23.848Z.json,48127,31,15852,3609,22.77
2023-02-23T02:31:23.848Z.json,49236,15,641,586,91.42
2023-02-23T02:31:23.848Z.json,48125,30,9878,2425,24.55
2023-02-23T02:31:23.848Z.json,48184,30,8766,3390,38.67
2023-02-23T02:31:23.848Z.json,48204,10,18497,78,0.42
2023-02-23T02:31:23.848Z.json,48054,1,3558,187,5.26
2023-02-23T02:31:23.848Z.json,48381,25,7080,182,2.57
2023-02-23T02:31:23.848Z.json,48342,4,9104,1078,11.84
2023-02-23T02:31:23.848Z.json,48346,4,10946,279,2.55
2023-02-23T02:31:23.848Z.json,48036,1,11737,674,5.74
2023-02-23T02:31:23.848Z.json,48073,8,19092,1667,8.73
2023-02-23T02:31:23.848Z.json,48167,27,12416,1815,14.62
2023-02-23T02:31:23.848Z.json,48221,36,18851,1141,6.05
2023-02-23T02:31:23.848Z.json,48843,42,22668,1497,6.6
2023-02-23T02:31:23.848Z.json,48320,2,2644,42,1.59
2023-02-23T02:31:23.848Z.json,48302,2,8210,146,1.78
2023-02-23T02:31:23.848Z.json,48356,2,3814,785,20.58
2023-02-23T02:31:23.848Z.json,48063,1,2005,10,0.5
2023-02-23T02:31:23.848Z.json,48312,5,16162,231,1.43
2023-02-23T02:31:23.848Z.json,48383,8,5669,296,5.22
2023-02-23T02:31:23.848Z.json,48329,18,11470,687,5.99
2023-02-23T02:31:23.848Z.json,48323,1,7520,4,0.01
2023-02-23T02:31:23.848Z.json,48141,49,11875,4490,37.81
2023-02-23T02:31:23.848Z.json,48191,13,1808,483,26.71
2023-02-23T02:31:23.848Z.json,48218,4,4509,5,0.11
2023-02-23T02:31:23.848Z.json,48306,2,11082,209,1.89
2023-02-23T02:31:23.848Z.json,48173,37,6029,2003,33.22
2023-02-23T02:31:23.848Z.json,48111,82,23054,5157,22.37
2023-02-23T02:31:23.848Z.json,48309,13,13114,1420,10.83
2023-02-23T02:31:23.848Z.json,48035,13,17012,2080,12.23
2023-02-23T02:31:23.848Z.json,48377,9,9900,865,8.74
2023-02-23T02:31:23.848Z.json,48083,12,12239,271,2.21
2023-02-23T02:31:23.848Z.json,48374,29,6494,111,1.71
2023-02-23T02:31:23.848Z.json,48159,41,1195,126,10.54
2023-02-23T02:31:23.848Z.json,48335,1,13109,5,0.04
2023-02-23T02:31:23.848Z.json,48211,63,4982,613,12.3
2023-02-23T02:31:23.848Z.json,48215,3,8367,4,0.04
2023-02-23T02:31:23.848Z.json,48892,2,2133,23,1.08
2023-02-23T02:31:23.848Z.json,48442,7,2527,6,0.24
